id;text;Conс_aspects;Conс_count;Use_aspects;Use_count;Tool_aspects;Tool_count;Method_aspects;Method_count;Contrib_aspects;Contrib_count;Conc_aspects;Conc_count;Example_aspects;Example_count;Task_aspects;Task_count;Goal_aspects;Goal_count;Adv_aspects;Adv_count;text_clean
6_4;Одним из самых точных и эффективных способов управления жестами является управление активностью мышц, которое происходит при любом движении. Для регистрации подобной активности используется электромиография (ЭМГ). В данной статье <Contrib>  сравниваются алгоритмы классификации  <Method> SVM  </Method> ,   <Method> персептрон  </Method> ,   <Method> метод случайных деревьев  </Method>  и   <Method> метод плотностей вероятностей  </Method>  применительно к ЭМГ-сигналу </Contrib> . Для записи сигнала используется  <Tool> Arduino Leonardo </Tool>  с  <Tool> одноканальным Shield EMG </Tool> . Цель работы —  <Goal> доказать возможность создания дешевого и доступного биоинтерфейса на основе сигнала ЭМГ </Goal> .;[];0;[];0;['Arduino Leonardo', 'одноканальным Shield EMG'];2;[];0;['сравниваются алгоритмы классификации  <Method> SVM  </Method> ,   <Method> персептрон  </Method> ,   <Method> метод случайных деревьев  </Method>  и   <Method> метод плотностей вероятностей  </Method>  применительно к ЭМГ-сигналу'];1;[];0;[];0;[];0;['доказать возможность создания дешевого и доступного биоинтерфейса на основе сигнала ЭМГ'];1;[];0;Одним из самых точных и эффективных способов управления жестами является управление активностью мышц, которое происходит при любом движении. Для регистрации подобной активности используется электромиография (ЭМГ). В данной статье   сравниваются алгоритмы классификации   SVM   ,    персептрон   ,    метод случайных деревьев    и    метод плотностей вероятностей    применительно к ЭМГ-сигналу  . Для записи сигнала используется   Arduino Leonardo   с   одноканальным Shield EMG  . Цель работы —   доказать возможность создания дешевого и доступного биоинтерфейса на основе сигнала ЭМГ  .
6_5;В статье  <Contrib> рассматривается система управления перемещением специализированного промышленного манипулятора </Contrib> . Проводится анализ ключевых особенностей системы, рассматривается и формулируется задача повышения эффективности управления. На основании существующих в мобильной и промышленной робототехнике решений, включающих использование  <Method> искусственных нейронных сетей </Method> ,  <Contrib> предлагается подход к формированию траектории перемещения манипулятора </Contrib> .;[];0;[];0;[];0;['искусственных нейронных сетей'];1;['рассматривается система управления перемещением специализированного промышленного манипулятора', 'предлагается подход к формированию траектории перемещения манипулятора'];2;[];0;[];0;[];0;[];0;[];0;В статье   рассматривается система управления перемещением специализированного промышленного манипулятора  . Проводится анализ ключевых особенностей системы, рассматривается и формулируется задача повышения эффективности управления. На основании существующих в мобильной и промышленной робототехнике решений, включающих использование   искусственных нейронных сетей  ,   предлагается подход к формированию траектории перемещения манипулятора  .
6_6;Статья посвящена  <Contrib> обсуждению концепции понятия «репрезентативность статистической выборки» </Contrib> .  <Contrib> Предложена статистическая мера репрезентативности и способ количественной оценки степени репрезентативности выборки из генеральной совокупности </Contrib> . Для демонстрации техники применения соответствующих определений и методов рассмотрен пример, связанный с  <Example> выявлением объема статистически достоверной выборки при анализе СЭМ-изображений поверхности полимерного композита </Example> .;[];0;[];0;[];0;[];0;['обсуждению концепции понятия «репрезентативность статистической выборки»', 'Предложена статистическая мера репрезентативности и способ количественной оценки степени репрезентативности выборки из генеральной совокупности'];2;[];0;['выявлением объема статистически достоверной выборки при анализе СЭМ-изображений поверхности полимерного композита'];1;[];0;[];0;[];0;Статья посвящена   обсуждению концепции понятия «репрезентативность статистической выборки»  .   Предложена статистическая мера репрезентативности и способ количественной оценки степени репрезентативности выборки из генеральной совокупности  . Для демонстрации техники применения соответствующих определений и методов рассмотрен пример, связанный с   выявлением объема статистически достоверной выборки при анализе СЭМ-изображений поверхности полимерного композита  .
6_7;Приведены результаты  <Contrib> испытаний различных алгоритмов раскладки на плоскости графа, представляющего электрическую сеть </Contrib> .  <Contrib> Представлена методика автоматической раскладки графа </Contrib> ,  <Adv> позволяющая эффективно выполнять раскладку графа электрической сети большого объема </Adv> .  <Contrib> Предложен метод кластеризации графа электрической сети с учетом проводимости ветвей и неизвестном заранее количестве кластеров </Contrib> .;[];0;[];0;[];0;[];0;['испытаний различных алгоритмов раскладки на плоскости графа, представляющего электрическую сеть', 'Представлена методика автоматической раскладки графа', 'Предложен метод кластеризации графа электрической сети с учетом проводимости ветвей и неизвестном заранее количестве кластеров'];3;[];0;[];0;[];0;[];0;['позволяющая эффективно выполнять раскладку графа электрической сети большого объема'];1;Приведены результаты   испытаний различных алгоритмов раскладки на плоскости графа, представляющего электрическую сеть  .   Представлена методика автоматической раскладки графа  ,   позволяющая эффективно выполнять раскладку графа электрической сети большого объема  .   Предложен метод кластеризации графа электрической сети с учетом проводимости ветвей и неизвестном заранее количестве кластеров  .
6_8;Большинство крупных информационных систем и программных комплексов используют реляционные базы данных для хранения информации. Разнообразие запросов на чтение информации от клиентских приложений делает задачу выбора структуры базы данных весьма трудоемкой и требующей применения формальных методов анализа. Статья посвящена  <Contrib> разработке методики <Task>  реструктуризации табличных структур </Task>  данных крупных информационных систем на основе  <Method> кластерного анализа </Method>  статистики запросов </Contrib> . Для формализации предметной области  <Contrib> выделены параметры и множества, влияющие на скорость обработки запросов, на чтение информации к исследуемой таблице базы данных </Contrib> . Рассмотрены существующие подходы к повышению производительности баз данных.  <Contrib> Сформулирована задача оптимизации количества блоков данных, необходимых для обработки группы запросов на чтение информации </Contrib> .  <Contrib> Предложена методика поиска субоптимального разбиения </Contrib> .;[];0;[];0;[];0;[];0;['разработке методики <Task>  реструктуризации табличных структур </Task>  данных крупных информационных систем на основе  <Method> кластерного анализа </Method>  статистики запросов', 'выделены параметры и множества, влияющие на скорость обработки запросов, на чтение информации к исследуемой таблице базы данных', 'Сформулирована задача оптимизации количества блоков данных, необходимых для обработки группы запросов на чтение информации', 'Предложена методика поиска субоптимального разбиения'];4;[];0;[];0;[];0;[];0;[];0;Большинство крупных информационных систем и программных комплексов используют реляционные базы данных для хранения информации. Разнообразие запросов на чтение информации от клиентских приложений делает задачу выбора структуры базы данных весьма трудоемкой и требующей применения формальных методов анализа. Статья посвящена   разработке методики   реструктуризации табличных структур   данных крупных информационных систем на основе   кластерного анализа   статистики запросов  . Для формализации предметной области   выделены параметры и множества, влияющие на скорость обработки запросов, на чтение информации к исследуемой таблице базы данных  . Рассмотрены существующие подходы к повышению производительности баз данных.   Сформулирована задача оптимизации количества блоков данных, необходимых для обработки группы запросов на чтение информации  .   Предложена методика поиска субоптимального разбиения  .
6_9;"Большинство технологий объектно-ориентированной разработки опирается на использование универсального языка моделирования UML; незаменимыми в процессе проектирования являются диаграммы классов, которые служат для построения модели программной системы. Современные CASE-средства, являющиеся базовыми инструментами объектно-ориентированной разработки, не имеют средств оптимизации UML-диаграмм. В статье будет <Contrib>  показано, как можно, базируясь на использовании шаблонов и антишаблонов проектирования, провести верификацию и оптимизацию диаграмм классов </Contrib> .  <Contrib> Показано, что некоторые преобразования могут быть осуществлены автоматически </Contrib> ; в остальных случаях проектировщику будет указано на потенциальную неэффективность модели и предложены рекомендации по ее исправлению.  <Contrib> Предлагается дополнить CASE-средство возможностями верификации и оптимизации диаграмм классов </Contrib> . Для этой цели  <Contrib> разработан плагин, анализирующий XMI-файл, содержащий описание диаграмм классов </Contrib> . Поскольку XMI-представление диаграмм классов в Rational Software Architect содержит избыточную информацию,  <Contrib> выбрано более оптимальное представление </Contrib> ,  <Adv> облегчающее реализацию алгоритмов поиска ошибочных и неоптимальных фрагментов диаграмм классов </Adv> .";[];0;[];0;[];0;[];0;['показано, как можно, базируясь на использовании шаблонов и антишаблонов проектирования, провести верификацию и оптимизацию диаграмм классов', 'Показано, что некоторые преобразования могут быть осуществлены автоматически', 'Предлагается дополнить CASE-средство возможностями верификации и оптимизации диаграмм классов', 'разработан плагин, анализирующий XMI-файл, содержащий описание диаграмм классов', 'выбрано более оптимальное представление'];5;[];0;[];0;[];0;[];0;['облегчающее реализацию алгоритмов поиска ошибочных и неоптимальных фрагментов диаграмм классов'];1;"Большинство технологий объектно-ориентированной разработки опирается на использование универсального языка моделирования UML; незаменимыми в процессе проектирования являются диаграммы классов, которые служат для построения модели программной системы. Современные CASE-средства, являющиеся базовыми инструментами объектно-ориентированной разработки, не имеют средств оптимизации UML-диаграмм. В статье будет   показано, как можно, базируясь на использовании шаблонов и антишаблонов проектирования, провести верификацию и оптимизацию диаграмм классов  .   Показано, что некоторые преобразования могут быть осуществлены автоматически  ; в остальных случаях проектировщику будет указано на потенциальную неэффективность модели и предложены рекомендации по ее исправлению.   Предлагается дополнить CASE-средство возможностями верификации и оптимизации диаграмм классов  . Для этой цели   разработан плагин, анализирующий XMI-файл, содержащий описание диаграмм классов  . Поскольку XMI-представление диаграмм классов в Rational Software Architect содержит избыточную информацию,   выбрано более оптимальное представление  ,   облегчающее реализацию алгоритмов поиска ошибочных и неоптимальных фрагментов диаграмм классов  ."
7_0;В статье <Contrib>  на примере решений задач из научно-фантастического романа показана работа встроенных операторов и функций  <Tool> математических пакетов Mathcad </Tool>  и  <Tool> Maple </Tool>  </Contrib> .  <Contrib> Описана символьная и численная математика, плоская и объемная графика, анимация, оптимизация, решение алгебраических и дифференциальных уравнений и их систем, программирование, работа с физическими величинами, ссылка на облачные функции и др </Contrib> .  <Contrib> Показано, как на примере решения задач можно вести учебный процесс в школе и вузе, опираясь на современную образовательную технологию под названием STEM Education (Science, Technology, Engineering и Mathematic) </Contrib> , когда на одном занятии затрагиваются разные учебные дисциплины — литература, изобразительное искусство, история, математика, информатика, физика, инженерное дело, инженерная графика, статистика, политология и даже теология (религиоведение).  <Contrib> Найдена и проанализирована одна типичная ошибка символьной математики  <Tool> пакетов Mathcad </Tool> ,  <Tool> Maple </Tool>  и  <Tool> Mathematica </Tool>  </Contrib> .  <Contrib>  На примере  <Example> использования метода наименьших квадратов </Example>  поднята и проанализирована одна нерешенная проблема теории размерных величин </Contrib> .;[];0;[];0;[];0;[];0;['на примере решений задач из научно-фантастического романа показана работа встроенных операторов и функций  <Tool> математических пакетов Mathcad </Tool>  и  <Tool> Maple </Tool>', 'Описана символьная и численная математика, плоская и объемная графика, анимация, оптимизация, решение алгебраических и дифференциальных уравнений и их систем, программирование, работа с физическими величинами, ссылка на облачные функции и др', 'Показано, как на примере решения задач можно вести учебный процесс в школе и вузе, опираясь на современную образовательную технологию под названием STEM Education (Science, Technology, Engineering и Mathematic)', 'Найдена и проанализирована одна типичная ошибка символьной математики  <Tool> пакетов Mathcad </Tool> ,  <Tool> Maple </Tool>  и  <Tool> Mathematica </Tool>', 'На примере  <Example> использования метода наименьших квадратов </Example>  поднята и проанализирована одна нерешенная проблема теории размерных величин'];5;[];0;[];0;[];0;[];0;[];0;В статье   на примере решений задач из научно-фантастического романа показана работа встроенных операторов и функций   математических пакетов Mathcad   и   Maple    .   Описана символьная и численная математика, плоская и объемная графика, анимация, оптимизация, решение алгебраических и дифференциальных уравнений и их систем, программирование, работа с физическими величинами, ссылка на облачные функции и др  .   Показано, как на примере решения задач можно вести учебный процесс в школе и вузе, опираясь на современную образовательную технологию под названием STEM Education (Science, Technology, Engineering и Mathematic)  , когда на одном занятии затрагиваются разные учебные дисциплины — литература, изобразительное искусство, история, математика, информатика, физика, инженерное дело, инженерная графика, статистика, политология и даже теология (религиоведение).   Найдена и проанализирована одна типичная ошибка символьной математики   пакетов Mathcad  ,   Maple   и   Mathematica    .    На примере   использования метода наименьших квадратов   поднята и проанализирована одна нерешенная проблема теории размерных величин  .
7_1;В работе <Contrib>  предлагается алгоритм построения специальной иерархической структуры представления данных КТ- или МРТ-сканирования для искусственных или нативных сред со множеством сложных внутренних границ </Contrib> . Выполняется конвертация стека послойных изображений в градациях серого в сеточное разбиение, состоящее на верхнем уровне иерархии из полиэдральных (полигональных для 2D случаев) макроэлементов, а на микроуровне — из тетраэдров (треугольников для 2D). Полученные разбиения ориентированы на приложение в <Use>  конечноэлементном многомасштабном моделировании </Use>  и могут быть применены для  <Use> решения широкого круга многофизичных задач </Use> .;[];0;['конечноэлементном многомасштабном моделировании', 'решения широкого круга многофизичных задач'];2;[];0;[];0;['предлагается алгоритм построения специальной иерархической структуры представления данных КТ- или МРТ-сканирования для искусственных или нативных сред со множеством сложных внутренних границ'];1;[];0;[];0;[];0;[];0;[];0;В работе   предлагается алгоритм построения специальной иерархической структуры представления данных КТ- или МРТ-сканирования для искусственных или нативных сред со множеством сложных внутренних границ  . Выполняется конвертация стека послойных изображений в градациях серого в сеточное разбиение, состоящее на верхнем уровне иерархии из полиэдральных (полигональных для 2D случаев) макроэлементов, а на микроуровне — из тетраэдров (треугольников для 2D). Полученные разбиения ориентированы на приложение в   конечноэлементном многомасштабном моделировании   и могут быть применены для   решения широкого круга многофизичных задач  .
7_2;Создание конструкторской документации основано на использовании современных систем автоматизированного проектирования трехмерных моделей изделий. Для студентов и инженеров машиностроительных специальностей будут полезны  <Contrib> представленные средства выбора элементов моделей изделий, режимы наложения сборочных зависимостей и приведенные сведения по оформлению сборочных чертежей в соответствии со стандартами Единой Системы Конструкторской Документации </Contrib> .  <Contrib> Рассмотренный в статье алгоритм построения модели сборочной единицы в среде  <Tool> программы Autodesk Inventor </Tool>  <Adv>  позволяет ускорить процесс выполнения сборочного чертежа и исключает нарушение проекционной связи изображений </Adv>  </Contrib> .;[];0;[];0;[];0;[];0;['представленные средства выбора элементов моделей изделий, режимы наложения сборочных зависимостей и приведенные сведения по оформлению сборочных чертежей в соответствии со стандартами Единой Системы Конструкторской Документации', 'Рассмотренный в статье алгоритм построения модели сборочной единицы в среде  <Tool> программы Autodesk Inventor </Tool>  <Adv>  позволяет ускорить процесс выполнения сборочного чертежа и исключает нарушение проекционной связи изображений </Adv>'];2;[];0;[];0;[];0;[];0;[];0;Создание конструкторской документации основано на использовании современных систем автоматизированного проектирования трехмерных моделей изделий. Для студентов и инженеров машиностроительных специальностей будут полезны   представленные средства выбора элементов моделей изделий, режимы наложения сборочных зависимостей и приведенные сведения по оформлению сборочных чертежей в соответствии со стандартами Единой Системы Конструкторской Документации  .   Рассмотренный в статье алгоритм построения модели сборочной единицы в среде   программы Autodesk Inventor     позволяет ускорить процесс выполнения сборочного чертежа и исключает нарушение проекционной связи изображений    .
7_3; <Contrib> Рассмотрены модификации нормальных алгоритмов Маркова </Contrib> .  <Contrib> Предложены способы сведения нормальных схем самомодифицируемых алгоритмов и линейных нормальных алгоритмов к обобщениям Н. М. Нагорного </Contrib> .  <Contrib> Предложены нормальные схемы обобщений Н. М. Нагорного, которые не могут сведены к самомодифицируемым и линейным нормальным алгоритмам </Contrib> . На основании этого сделан вывод о том, что  <Conс> обобщения Н. М. Нагорного являются наиболее общей модификацией из числа рассмотренных в статье </Conс> .;['обобщения Н. М. Нагорного являются наиболее общей модификацией из числа рассмотренных в статье'];1;[];0;[];0;[];0;['Рассмотрены модификации нормальных алгоритмов Маркова', 'Предложены способы сведения нормальных схем самомодифицируемых алгоритмов и линейных нормальных алгоритмов к обобщениям Н. М. Нагорного', 'Предложены нормальные схемы обобщений Н. М. Нагорного, которые не могут сведены к самомодифицируемым и линейным нормальным алгоритмам'];3;[];0;[];0;[];0;[];0;[];0;  Рассмотрены модификации нормальных алгоритмов Маркова  .   Предложены способы сведения нормальных схем самомодифицируемых алгоритмов и линейных нормальных алгоритмов к обобщениям Н. М. Нагорного  .   Предложены нормальные схемы обобщений Н. М. Нагорного, которые не могут сведены к самомодифицируемым и линейным нормальным алгоритмам  . На основании этого сделан вывод о том, что   обобщения Н. М. Нагорного являются наиболее общей модификацией из числа рассмотренных в статье  .
7_4;Статья посвящена задаче  <Task> рефакторинга UML-диаграмм классов </Task> , на основе которых  <Contrib> проектируется платформо-независимая модель объектно-ориентированной архитектуры программного обеспечения в рамках  <Method> модельно ориентированного подхода </Method> , предложенного организацией OMG </Contrib> . В статье сформулирована формальная постановка задачи  <Task> рефакторинга UML-диаграмм классов </Task> ,  <Contrib> предложены математические методы задания функции структурной семантики UML-диаграммы классов и описания семантически эквивалентных трансформаций </Contrib> . Также  <Contrib> предложены алгоритмы трансформации UML-диаграмм классов и рефакторинга, расчета объектно-ориентированных метрик </Contrib> . В работе  <Contrib> представлено программное средство UML Refactoring, позволяющее проводить рефакторинг UML-диаграмм классов, представленных в формате XMI </Contrib> . В заключение  <Contrib> разработана методика рефакторинга UML-диаграмм классов </Contrib>  при помощи  <Tool> программного средства UML Refactoring </Tool> .;[];0;[];0;['программного средства UML Refactoring'];1;[];0;['проектируется платформо-независимая модель объектно-ориентированной архитектуры программного обеспечения в рамках  <Method> модельно ориентированного подхода </Method> , предложенного организацией OMG', 'предложены математические методы задания функции структурной семантики UML-диаграммы классов и описания семантически эквивалентных трансформаций', 'предложены алгоритмы трансформации UML-диаграмм классов и рефакторинга, расчета объектно-ориентированных метрик', 'представлено программное средство UML Refactoring, позволяющее проводить рефакторинг UML-диаграмм классов, представленных в формате XMI', 'разработана методика рефакторинга UML-диаграмм классов'];5;[];0;[];0;['рефакторинга UML-диаграмм классов', 'рефакторинга UML-диаграмм классов'];2;[];0;[];0;Статья посвящена задаче   рефакторинга UML-диаграмм классов  , на основе которых   проектируется платформо-независимая модель объектно-ориентированной архитектуры программного обеспечения в рамках   модельно ориентированного подхода  , предложенного организацией OMG  . В статье сформулирована формальная постановка задачи   рефакторинга UML-диаграмм классов  ,   предложены математические методы задания функции структурной семантики UML-диаграммы классов и описания семантически эквивалентных трансформаций  . Также   предложены алгоритмы трансформации UML-диаграмм классов и рефакторинга, расчета объектно-ориентированных метрик  . В работе   представлено программное средство UML Refactoring, позволяющее проводить рефакторинг UML-диаграмм классов, представленных в формате XMI  . В заключение   разработана методика рефакторинга UML-диаграмм классов   при помощи   программного средства UML Refactoring  .
7_5; <Contrib> Описан алгоритм создания содержания документа в формате MS Word </Contrib>  на  <Tool> языке C# </Tool>  в среде  <Tool> Microsoft Visual Studio 2010 Express </Tool>  (на примере сборника трудов конференции).  <Adv> Программно встраиваемое содержание имеет возможность автоматического обновления нумерации страниц </Adv> .  <Contrib> Исследованы возможности C# по форматированию текста вордовского документа, сохранению в формат PDF и т. п.  </Contrib>   <Contrib> Приведены основные команды по работе с документом Word на языке C# </Contrib> . Разработанное в статье приложение показывает, что  <Conc> с помощью C# можно достаточно эффективно решать широкий круг задач, связанных с автоматизацией рутинных действий с документами Microsoft Word </Conc> . Рассмотренные в статье приемы и методы могут оказаться полезными при  <Use> разработке подобных десктопных приложений </Use> .;[];0;['разработке подобных десктопных приложений'];1;['языке C#', 'Microsoft Visual Studio 2010 Express'];2;[];0;['Описан алгоритм создания содержания документа в формате MS Word', 'Исследованы возможности C# по форматированию текста вордовского документа, сохранению в формат PDF и т. п.', 'Приведены основные команды по работе с документом Word на языке C#'];3;['с помощью C# можно достаточно эффективно решать широкий круг задач, связанных с автоматизацией рутинных действий с документами Microsoft Word'];1;[];0;[];0;[];0;['Программно встраиваемое содержание имеет возможность автоматического обновления нумерации страниц'];1;  Описан алгоритм создания содержания документа в формате MS Word   на   языке C#   в среде   Microsoft Visual Studio 2010 Express   (на примере сборника трудов конференции).   Программно встраиваемое содержание имеет возможность автоматического обновления нумерации страниц  .   Исследованы возможности C# по форматированию текста вордовского документа, сохранению в формат PDF и т. п.      Приведены основные команды по работе с документом Word на языке C#  . Разработанное в статье приложение показывает, что   с помощью C# можно достаточно эффективно решать широкий круг задач, связанных с автоматизацией рутинных действий с документами Microsoft Word  . Рассмотренные в статье приемы и методы могут оказаться полезными при   разработке подобных десктопных приложений  .
7_6; <Contrib> Представлен обзор аналитических и численных методов для решения задачи  <Task> идентификации математических моделей объектов и процессов по экспериментальным данным </Task>  </Contrib> . Показано, что  <Conc> методы символьной регрессии, относящиеся к классу численных методов, при решении задачи идентификации позволяют искать не только значения параметров, но и структуры математических моделей </Conc> . Приведены практические примеры использования одного из методов символьной регрессии,  <Method> метода сетевого оператора </Method> , для  <Example> решения прикладных задач идентификации, модели мобильного робота и модели химической реакции </Example> .;[];0;[];0;[];0;['метода сетевого оператора'];1;['Представлен обзор аналитических и численных методов для решения задачи  <Task> идентификации математических моделей объектов и процессов по экспериментальным данным </Task>'];1;['методы символьной регрессии, относящиеся к классу численных методов, при решении задачи идентификации позволяют искать не только значения параметров, но и структуры математических моделей'];1;['решения прикладных задач идентификации, модели мобильного робота и модели химической реакции'];1;[];0;[];0;[];0;  Представлен обзор аналитических и численных методов для решения задачи   идентификации математических моделей объектов и процессов по экспериментальным данным    . Показано, что   методы символьной регрессии, относящиеся к классу численных методов, при решении задачи идентификации позволяют искать не только значения параметров, но и структуры математических моделей  . Приведены практические примеры использования одного из методов символьной регрессии,   метода сетевого оператора  , для   решения прикладных задач идентификации, модели мобильного робота и модели химической реакции  .
